Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,operating_profit
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,$51.00 ,150,"$7,650 ",3443,45%,Online,2021,5,3443
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,$58.00 ,111,"$6,438 ",3283,51%,Online,2021,5,3283
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,$56.00 ,126,"$7,056 ",3316,47%,Online,2021,5,3316
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,$51.00 ,91,"$4,641 ",2135,46%,Online,2021,5,2135
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,$56.00 ,65,"$3,640 ",1529,42%,Online,2021,5,1529
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,$69.00 ,115,"$7,935 ",3095,39%,Online,2021,5,3095
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Street Footwear,$52.00 ,203,"$10,556 ",5067,48%,Online,2021,6,5067
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,$54.00 ,154,"$8,316 ",4324,52%,Online,2021,6,4324
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Street Footwear,$54.00 ,149,"$8,046 ",4023,50%,Online,2021,6,4023
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,$54.00 ,106,"$5,724 ",2576,45%,Online,2021,6,2576
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Apparel,$56.00 ,87,"$4,872 ",2095,43%,Online,2021,6,2095
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Apparel,$74.00 ,162,"$11,988 ",4316,36%,Online,2021,6,4316
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,$54.00 ,203,"$10,962 ",5152,47%,Online,2021,7,5152
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,$56.00 ,180,"$10,080 ",5443,54%,Online,2021,7,5443
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,$58.00 ,160,"$9,280 ",4454,48%,Online,2021,7,4454
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,$54.00 ,135,"$7,290 ",3281,45%,Online,2021,7,3281
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Apparel,$57.00 ,145,"$8,265 ",3554,43%,Online,2021,7,3554
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,$69.00 ,140,"$9,660 ",3671,38%,Online,2021,7,3671
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,$56.00 ,175,"$9,800 ",4900,50%,Online,2021,8,4900
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,$60.00 ,176,"$10,560 ",5491,52%,Online,2021,8,5491
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Street Footwear,$58.00 ,142,"$8,236 ",3789,46%,Online,2021,8,3789
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,143,"$7,865 ",3697,47%,Online,2021,8,3697
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Apparel,$67.00 ,124,"$8,308 ",3323,40%,Online,2021,8,3323
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Apparel,$70.00 ,126,"$8,820 ",3352,38%,Online,2021,8,3352
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Street Footwear,$49.00 ,163,"$7,987 ",3594,45%,Online,2021,9,3594
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,$51.00 ,156,"$7,956 ",4058,51%,Online,2021,9,4058
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,$46.00 ,143,"$6,578 ",3092,47%,Online,2021,9,3092
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,$49.00 ,123,"$6,027 ",2833,47%,Online,2021,9,2833
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Apparel,$54.00 ,111,"$5,994 ",2398,40%,Online,2021,9,2398
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Apparel,$59.00 ,133,"$7,847 ",2825,36%,Online,2021,9,2825
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,$48.00 ,165,"$7,920 ",3960,50%,Online,2021,10,3960
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,$50.00 ,149,"$7,450 ",3949,53%,Online,2021,10,3949
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Street Footwear,$48.00 ,105,"$5,040 ",2369,47%,Online,2021,10,2369
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,$46.00 ,95,"$4,370 ",2141,49%,Online,2021,10,2141
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Apparel,$56.00 ,91,"$5,096 ",2242,44%,Online,2021,10,2242
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,$68.00 ,105,"$7,140 ",2642,37%,Online,2021,10,2642
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Street Footwear,$58.00 ,160,"$9,280 ",4547,49%,Online,2021,11,4547
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,$59.00 ,150,"$8,850 ",4779,54%,Online,2021,11,4779
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Street Footwear,$54.00 ,117,"$6,318 ",3033,48%,Online,2021,11,3033
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,115,"$6,325 ",2973,47%,Online,2021,11,2973
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Apparel,$65.00 ,113,"$7,345 ",3232,44%,Online,2021,11,3232
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,$72.00 ,140,"$10,080 ",3931,39%,Online,2021,11,3931
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Street Footwear,$55.00 ,210,"$11,550 ",5313,46%,Online,2021,12,5313
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,$61.00 ,182,"$11,102 ",5551,50%,Online,2021,12,5551
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,$59.00 ,130,"$7,670 ",3758,49%,Online,2021,12,3758
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,145,"$7,975 ",3669,46%,Online,2021,12,3669
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Apparel,$64.00 ,119,"$7,616 ",3427,45%,Online,2021,12,3427
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Apparel,$72.00 ,131,"$9,432 ",3301,35%,Online,2021,12,3301
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,$29.00 ,131,"$3,799 ",1937,51%,Online,2021,1,1937
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,$39.00 ,135,"$5,265 ",2685,51%,Online,2021,1,2685
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,$38.00 ,126,"$4,788 ",2155,45%,Online,2021,1,2155
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,$39.00 ,75,"$2,925 ",1463,50%,Online,2021,1,1463
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,$41.00 ,63,"$2,583 ",1162,45%,Online,2021,1,1162
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,$36.00 ,117,"$4,212 ",1643,39%,Online,2021,1,1643
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,$29.00 ,145,"$4,205 ",2229,53%,Online,2021,2,2229
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,$37.00 ,112,"$4,144 ",2279,55%,Online,2021,2,2279
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,$37.00 ,104,"$3,848 ",1924,50%,Online,2021,2,1924
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$36.00 ,63,"$2,268 ",1179,52%,Online,2021,2,1179
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,$41.00 ,51,"$2,091 ",1004,48%,Online,2021,2,1004
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Apparel,$37.00 ,98,"$3,626 ",1305,36%,Online,2021,2,1305
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Street Footwear,$37.00 ,137,"$5,069 ",2535,50%,Online,2021,3,2535
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$46.00 ,101,"$4,646 ",2462,53%,Online,2021,3,2462
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Street Footwear,$49.00 ,113,"$5,537 ",2713,49%,Online,2021,3,2713
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$47.00 ,73,"$3,431 ",1784,52%,Online,2021,3,1784
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Apparel,$51.00 ,39,"$1,989 ",935,47%,Online,2021,3,935
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,$48.00 ,95,"$4,560 ",1642,36%,Online,2021,3,1642
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Street Footwear,$45.00 ,142,"$6,390 ",3259,51%,Online,2021,4,3259
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$51.00 ,88,"$4,488 ",2244,50%,Online,2021,4,2244
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Street Footwear,$50.00 ,94,"$4,700 ",2350,50%,Online,2021,4,2350
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$48.00 ,69,"$3,312 ",1822,55%,Online,2021,4,1822
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,$52.00 ,53,"$2,756 ",1323,48%,Online,2021,4,1323
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Apparel,$63.00 ,105,"$6,615 ",2646,40%,Online,2021,4,2646
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,$47.00 ,160,"$7,520 ",4061,54%,Online,2021,5,4061
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$52.00 ,108,"$5,616 ",2920,52%,Online,2021,5,2920
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Street Footwear,$52.00 ,123,"$6,396 ",3198,50%,Online,2021,5,3198
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$47.00 ,91,"$4,277 ",2310,54%,Online,2021,5,2310
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,$50.00 ,56,"$2,800 ",1344,48%,Online,2021,5,1344
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Apparel,$64.00 ,120,"$7,680 ",3072,40%,Online,2021,5,3072
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,$46.00 ,176,"$8,096 ",4291,53%,Online,2021,6,4291
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$54.00 ,147,"$7,938 ",4048,51%,Online,2021,6,4048
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,$52.00 ,142,"$7,384 ",3544,48%,Online,2021,6,3544
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$49.00 ,120,"$5,880 ",2999,51%,Online,2021,6,2999
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,$51.00 ,72,"$3,672 ",1763,48%,Online,2021,6,1763
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,$67.00 ,150,"$10,050 ",3518,35%,Online,2021,6,3518
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,$47.00 ,196,"$9,212 ",4606,50%,Online,2021,7,4606
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$51.00 ,173,"$8,823 ",4500,51%,Online,2021,7,4500
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,$50.00 ,137,"$6,850 ",3425,50%,Online,2021,7,3425
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$46.00 ,128,"$5,888 ",3003,51%,Online,2021,7,3003
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,$54.00 ,138,"$7,452 ",3577,48%,Online,2021,7,3577
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,$67.00 ,143,"$9,581 ",3641,38%,Online,2021,7,3641
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Street Footwear,$53.00 ,182,"$9,646 ",4919,51%,Online,2021,8,4919
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$58.00 ,175,"$10,150 ",5278,52%,Online,2021,8,5278
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Street Footwear,$54.00 ,150,"$8,100 ",3726,46%,Online,2021,8,3726
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$53.00 ,113,"$5,989 ",3114,52%,Online,2021,8,3114
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Apparel,$60.00 ,126,"$7,560 ",3629,48%,Online,2021,8,3629
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Apparel,$68.00 ,119,"$8,092 ",2832,35%,Online,2021,8,2832
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Street Footwear,$43.00 ,180,"$7,740 ",4180,54%,Online,2021,9,4180
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$47.00 ,156,"$7,332 ",4033,55%,Online,2021,9,4033
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,$42.00 ,135,"$5,670 ",2665,47%,Online,2021,9,2665
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$43.00 ,120,"$5,160 ",2786,54%,Online,2021,9,2786
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Apparel,$54.00 ,100,"$5,400 ",2592,48%,Online,2021,9,2592
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Apparel,$59.00 ,131,"$7,729 ",3092,40%,Online,2021,9,3092
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,$42.00 ,131,"$5,502 ",2806,51%,Online,2021,10,2806
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$47.00 ,142,"$6,674 ",3470,52%,Online,2021,10,3470
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Street Footwear,$42.00 ,105,"$4,410 ",2073,47%,Online,2021,10,2073
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$44.00 ,88,"$3,872 ",1936,50%,Online,2021,10,1936
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,$50.00 ,90,"$4,500 ",2070,46%,Online,2021,10,2070
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Apparel,$64.00 ,102,"$6,528 ",2546,39%,Online,2021,10,2546
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,$51.00 ,137,"$6,987 ",3563,51%,Online,2021,11,3563
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$58.00 ,173,"$10,034 ",5418,54%,Online,2021,11,5418
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Street Footwear,$54.00 ,115,"$6,210 ",2919,47%,Online,2021,11,2919
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$51.00 ,116,"$5,916 ",3076,52%,Online,2021,11,3076
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Apparel,$60.00 ,102,"$6,120 ",2876,47%,Online,2021,11,2876
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Apparel,$65.00 ,124,"$8,060 ",2821,35%,Online,2021,11,2821
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,$50.00 ,203,"$10,150 ",5583,55%,Online,2021,12,5583
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$58.00 ,189,"$10,962 ",5810,53%,Online,2021,12,5810
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,$53.00 ,138,"$7,314 ",3657,50%,Online,2021,12,3657
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$51.00 ,128,"$6,528 ",3264,50%,Online,2021,12,3264
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,$64.00 ,116,"$7,424 ",3712,50%,Online,2021,12,3712
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,$64.00 ,135,"$8,640 ",3024,35%,Online,2021,12,3024
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,$39.00 ,256,"$9,984 ",5791,58%,Online,2021,1,5791
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$37.00 ,206,"$7,622 ",3430,45%,Online,2021,1,3430
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,$29.00 ,248,"$7,192 ",2805,39%,Online,2021,1,2805
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$34.00 ,203,"$6,902 ",3037,44%,Online,2021,1,3037
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,$47.00 ,189,"$8,883 ",4175,47%,Online,2021,1,4175
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,$37.00 ,239,"$8,843 ",5306,60%,Online,2021,1,5306
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Street Footwear,$38.00 ,312,"$11,856 ",6995,59%,Online,2021,2,6995
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$39.00 ,218,"$8,502 ",3911,46%,Online,2021,2,3911
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,$29.00 ,217,"$6,293 ",2328,37%,Online,2021,2,2328
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$33.00 ,169,"$5,577 ",2510,45%,Online,2021,2,2510
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Men's Apparel,$49.00 ,189,"$9,261 ",4353,47%,Online,2021,2,4353
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Apparel,$34.00 ,216,"$7,344 ",4774,65%,Online,2021,2,4774
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,265,"$8,745 ",5072,58%,Online,2021,3,5072
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$32.00 ,210,"$6,720 ",3293,49%,Online,2021,3,3293
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Street Footwear,$24.00 ,181,"$4,344 ",1651,38%,Online,2021,3,1651
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$27.00 ,144,"$3,888 ",1633,42%,Online,2021,3,1633
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Apparel,$41.00 ,181,"$7,421 ",3562,48%,Online,2021,3,3562
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,$32.00 ,189,"$6,048 ",3810,63%,Online,2021,3,3810
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,283,"$9,339 ",5323,57%,Online,2021,4,5323
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$34.00 ,182,"$6,188 ",2846,46%,Online,2021,4,2846
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Street Footwear,$24.00 ,182,"$4,368 ",1660,38%,Online,2021,4,1660
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$27.00 ,180,"$4,860 ",2090,43%,Online,2021,4,2090
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Apparel,$47.00 ,188,"$8,836 ",4418,50%,Online,2021,4,4418
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,$39.00 ,209,"$8,151 ",5135,63%,Online,2021,4,5135
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,$48.00 ,282,"$13,536 ",7445,55%,Online,2021,5,7445
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$45.00 ,188,"$8,460 ",3807,45%,Online,2021,5,3807
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Street Footwear,$41.00 ,210,"$8,610 ",3186,37%,Online,2021,5,3186
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$43.00 ,182,"$7,826 ",3287,42%,Online,2021,5,3287
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Apparel,$53.00 ,196,"$10,388 ",5194,50%,Online,2021,5,5194
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Apparel,$59.00 ,200,"$11,800 ",7080,60%,Online,2021,5,7080
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,273,"$13,923 ",7797,56%,Online,2021,6,7797
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$49.00 ,200,"$9,800 ",4410,45%,Online,2021,6,4410
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Street Footwear,$47.00 ,209,"$9,823 ",3536,36%,Online,2021,6,3536
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$47.00 ,218,"$10,246 ",4611,45%,Online,2021,6,4611
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Apparel,$62.00 ,195,"$12,090 ",5441,45%,Online,2021,6,5441
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Apparel,$65.00 ,250,"$16,250 ",10400,64%,Online,2021,6,10400
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Street Footwear,$63.00 ,311,"$19,593 ",11560,59%,Online,2021,7,11560
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$58.00 ,270,"$15,660 ",7673,49%,Online,2021,7,7673
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Street Footwear,$51.00 ,248,"$12,648 ",4553,36%,Online,2021,7,4553
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$52.00 ,202,"$10,504 ",4412,42%,Online,2021,7,4412
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Apparel,$64.00 ,240,"$15,360 ",6912,45%,Online,2021,7,6912
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Apparel,$66.00 ,244,"$16,104 ",10468,65%,Online,2021,7,10468
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Street Footwear,$62.00 ,326,"$20,212 ",11521,57%,Online,2021,8,11521
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$54.00 ,243,"$13,122 ",6430,49%,Online,2021,8,6430
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Street Footwear,$50.00 ,231,"$11,550 ",4620,40%,Online,2021,8,4620
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$44.00 ,233,"$10,252 ",4203,41%,Online,2021,8,4203
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Apparel,$51.00 ,225,"$11,475 ",5279,46%,Online,2021,8,5279
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,$58.00 ,278,"$16,124 ",9836,61%,Online,2021,8,9836
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,287,"$14,637 ",8489,58%,Online,2021,9,8489
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$48.00 ,223,"$10,704 ",5138,48%,Online,2021,9,5138
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Street Footwear,$38.00 ,196,"$7,448 ",2905,39%,Online,2021,9,2905
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$39.00 ,210,"$8,190 ",3276,40%,Online,2021,9,3276
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Apparel,$48.00 ,175,"$8,400 ",3864,46%,Online,2021,9,3864
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Apparel,$52.00 ,232,"$12,064 ",7238,60%,Online,2021,9,7238
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Street Footwear,$50.00 ,244,"$12,200 ",7320,60%,Online,2021,10,7320
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$42.00 ,208,"$8,736 ",4368,50%,Online,2021,10,4368
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Street Footwear,$41.00 ,176,"$7,216 ",2814,39%,Online,2021,10,2814
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$41.00 ,176,"$7,216 ",2886,40%,Online,2021,10,2886
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Apparel,$52.00 ,189,"$9,828 ",4717,48%,Online,2021,10,4717
